,text,tokens,stopWordsRemovedTokens,rawFeatures,features,topicDistribution
1026,#Insurance: Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/rb02svlpPu,"['#insurance:', 'texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/rb02svlppu']","['#insurance:', 'texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/rb02svlppu']","(2000,[154,365,856,889,1047,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[154,365,856,889,1047,1294,1363,1367,1780],[5.12470775036,4.49609909093,4.49609909093,0.0,4.37093594798,3.54058764591,3.80295191037,3.51526983792,3.80295191037])","[0.663531935428,0.336468064572]"
1027,Damn...was wondering where my drone ended up after the freak windstorm...?? https://t.co/dHgGxo7Mcc,"['damn...was', 'wondering', 'where', 'my', 'drone', 'ended', 'up', 'after', 'the', 'freak', 'windstorm...??', 'https://t.co/dhggxo7mcc']","['damn...was', 'wondering', 'drone', 'ended', 'freak', 'windstorm...??', 'https://t.co/dhggxo7mcc']","(2000,[407,609,656,1535,1733,1970,1990],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[407,609,656,1535,1733,1970,1990],[5.12470775036,5.0069247147,0.0,0.0,0.0,5.0069247147,5.12470775036])","[0.5625810195,0.4374189805]"
1028,@blakeshelton DON'T be a FART ??in a WINDSTORM.FOLLOW ME ALREADY. JEEZ.,"['@blakeshelton', ""don't"", 'be', 'a', 'fart', '??in', 'a', 'windstorm.follow', 'me', 'already.', 'jeez.']","['@blakeshelton', 'fart', '??in', 'windstorm.follow', 'already.', 'jeez.']","(2000,[1079,1181,1334,1612,1745,1786],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[1079,1181,1334,1612,1745,1786],[5.41238982281,5.25823914298,0.0,5.12470775036,0.0,5.25823914298])","[0.477872499367,0.522127500633]"
1029,TWIA board approves 5 percent rate hike: The Texas Windstorm Insurance Association (TWIA) Board of Directors v... http://t.co/esEMjRn5cC,"['twia', 'board', 'approves', '5', 'percent', 'rate', 'hike:', 'the', 'texas', 'windstorm', 'insurance', 'association', '(twia)', 'board', 'of', 'directors', 'v...', 'http://t.co/esemjrn5cc']","['twia', 'board', 'approves', '5', 'percent', 'rate', 'hike:', 'texas', 'windstorm', 'insurance', 'association', '(twia)', 'board', 'directors', 'v...', 'http://t.co/esemjrn5cc']","(2000,[2,99,161,253,264,651,765,975,1047,1102,1154,1367,1849,1896,1990],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[2,99,161,253,264,651,765,975,1047,1102,1154,1367,1849,1896,1990],[0.0,0.0,8.74187189596,5.25823914298,4.90156419904,5.41238982281,4.56509196242,0.0,4.37093594798,0.0,5.25823914298,3.51526983792,4.11310683868,5.25823914298,5.12470775036])","[0.756997600839,0.243002399161]"
1030,Texas Seeks Comment on Rules for Changes to Windstorm Insurer: The Texas Department of Insurance is seeking pu... http://t.co/NGF9n8Jquu,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer:', 'the', 'texas', 'department', 'of', 'insurance', 'is', 'seeking', 'pu...', 'http://t.co/ngf9n8jquu']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer:', 'texas', 'department', 'insurance', 'seeking', 'pu...', 'http://t.co/ngf9n8jquu']","(2000,[332,365,486,694,765,1047,1154,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0])","(2000,[332,365,486,694,765,1047,1154,1294,1363,1367,1780],[0.0,4.49609909093,5.41238982281,4.20841701848,4.56509196242,8.74187189596,5.25823914298,3.54058764591,7.60590382075,3.51526983792,3.80295191037])","[0.681711546001,0.318288453999]"
1031,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/BZ07c9WthX via @ijournal,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/bz07c9wthx', 'via', '@ijournal']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/bz07c9wthx', 'via', '@ijournal']","(2000,[365,595,739,856,1047,1294,1363,1367,1689,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,595,739,856,1047,1294,1363,1367,1689,1780],[4.49609909093,3.46647967375,5.0069247147,4.49609909093,4.37093594798,3.54058764591,3.80295191037,3.51526983792,0.0,3.80295191037])","[0.624247834506,0.375752165494]"
1032,A few more photos from this mornings windstorm. We've never seen anything like it! #rhodeisland #warwick,"['a', 'few', 'more', 'photos', 'from', 'this', 'mornings', 'windstorm.', ""we've"", 'never', 'seen', 'anything', 'like', 'it!', '#rhodeisland', '#warwick']","['photos', 'mornings', 'windstorm.', 'never', 'seen', 'anything', 'like', 'it!', '#rhodeisland', '#warwick']","(2000,[114,126,238,321,817,967,1227,1330,1468,1771],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[114,126,238,321,817,967,1227,1330,1468,1771],[5.25823914298,5.12470775036,4.80625401924,0.0,4.71924264225,4.71924264225,0.0,3.59323137939,5.0069247147,0.0])","[0.604080897069,0.395919102931]"
1033,the windstorm blew thru my open window and now my bong is in pieces just another example of nature's indifference to human suffering,"['the', 'windstorm', 'blew', 'thru', 'my', 'open', 'window', 'and', 'now', 'my', 'bong', 'is', 'in', 'pieces', 'just', 'another', 'example', 'of', ""nature's"", 'indifference', 'to', 'human', 'suffering']","['windstorm', 'blew', 'thru', 'open', 'window', 'bong', 'pieces', 'another', 'example', ""nature's"", 'indifference', 'human', 'suffering']","(2000,[50,76,491,1230,1243,1367,1509,1511,1583,1779,1783,1839,1975],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[50,76,491,1230,1243,1367,1509,1511,1583,1779,1783,1839,1975],[0.0,4.56509196242,0.0,5.25823914298,4.71924264225,3.51526983792,0.0,0.0,5.12470775036,3.87194478186,4.20841701848,0.0,0.0])","[0.533703270274,0.466296729726]"
1034,My Fifty Online Dates and why I'm still single' by Michael Windstorm $2.99 Amazon http://t.co/5KohO39oJE    #kindle  #datingtips #goodreads,"['my', 'fifty', 'online', 'dates', 'and', 'why', ""i'm"", 'still', ""single'"", 'by', 'michael', 'windstorm', '$2.99', 'amazon', 'http://t.co/5koho39oje', '', '', '', '#kindle', '', '#datingtips', '#goodreads']","['fifty', 'online', 'dates', 'still', ""single'"", 'michael', 'windstorm', '$2.99', 'amazon', 'http://t.co/5koho39oje', '', '', '', '#kindle', '', '#datingtips', '#goodreads']","(2000,[0,756,822,1162,1339,1346,1360,1367,1372,1690,1800,1813,1828,1897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0])","(2000,[0,756,822,1162,1339,1346,1360,1367,1372,1690,1800,1813,1828,1897],[4.31377753414,0.0,0.0,0.0,5.41238982281,5.41238982281,0.0,3.51526983792,11.1897201791,5.0069247147,4.02609546169,0.0,0.0,5.25823914298])","[0.531164478696,0.468835521304]"
1035,@rangerkaitimay had major windstorm thunder and some rain down here near Jackson...calm now.,"['@rangerkaitimay', 'had', 'major', 'windstorm', 'thunder', 'and', 'some', 'rain', 'down', 'here', 'near', 'jackson...calm', 'now.']","['@rangerkaitimay', 'major', 'windstorm', 'thunder', 'rain', 'near', 'jackson...calm', 'now.']","(2000,[1367,1449,1478,1547,1639,1802,1814,1974],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[1367,1449,1478,1547,1639,1802,1814,1974],[3.51526983792,5.0069247147,5.25823914298,0.0,4.37093594798,5.25823914298,0.0,4.80625401924])","[0.586972155607,0.413027844393]"
1036,TWIA board approves 5 percent rate hike: The Texas Windstorm Insurance Association (TWIA) Board of Directors v... http://t.co/TWPl0NL8cx,"['twia', 'board', 'approves', '5', 'percent', 'rate', 'hike:', 'the', 'texas', 'windstorm', 'insurance', 'association', '(twia)', 'board', 'of', 'directors', 'v...', 'http://t.co/twpl0nl8cx']","['twia', 'board', 'approves', '5', 'percent', 'rate', 'hike:', 'texas', 'windstorm', 'insurance', 'association', '(twia)', 'board', 'directors', 'v...', 'http://t.co/twpl0nl8cx']","(2000,[2,99,161,253,264,651,765,975,1047,1154,1367,1849,1852,1896,1990],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[2,99,161,253,264,651,765,975,1047,1154,1367,1849,1852,1896,1990],[0.0,0.0,8.74187189596,5.25823914298,4.90156419904,5.41238982281,4.56509196242,0.0,4.37093594798,5.25823914298,3.51526983792,4.11310683868,4.80625401924,5.25823914298,5.12470775036])","[0.755366882345,0.244633117655]"
1037,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/XQIadG9H2w http://t.co/yPEElMjdZY,"['texas', 'seeks', 'comment', 'on', 'rules', 'for', 'changes', 'to', 'windstorm', 'insurer', 'http://t.co/xqiadg9h2w', 'http://t.co/ypeelmjdzy']","['texas', 'seeks', 'comment', 'rules', 'changes', 'windstorm', 'insurer', 'http://t.co/xqiadg9h2w', 'http://t.co/ypeelmjdzy']","(2000,[365,368,652,856,1047,1294,1363,1367,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[365,368,652,856,1047,1294,1363,1367,1780],[4.49609909093,0.0,0.0,4.49609909093,4.37093594798,3.54058764591,3.80295191037,3.51526983792,3.80295191037])","[0.641072315271,0.358927684729]"
1038,Gunmen kill four in El Salvador bus attack: Suspected Salvadoran gang members killed four people and wounded s... http://t.co/r8k6rXw6D6,"['gunmen', 'kill', 'four', 'in', 'el', 'salvador', 'bus', 'attack:', 'suspected', 'salvadoran', 'gang', 'members', 'killed', 'four', 'people', 'and', 'wounded', 's...', 'http://t.co/r8k6rxw6d6']","['gunmen', 'kill', 'four', 'el', 'salvador', 'bus', 'attack:', 'suspected', 'salvadoran', 'gang', 'members', 'killed', 'four', 'people', 'wounded', 's...', 'http://t.co/r8k6rxw6d6']","(2000,[195,330,449,586,598,804,1093,1243,1264,1374,1486,1543,1621,1686,1883,1926],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[195,330,449,586,598,804,1093,1243,1264,1374,1486,1543,1621,1686,1883,1926],[5.25823914298,5.41238982281,5.0069247147,5.41238982281,3.87194478186,5.0069247147,5.0069247147,9.4384852845,5.25823914298,4.90156419904,4.37093594798,5.0069247147,3.33294828113,0.0,5.41238982281,4.4315605698])","[0.60112904295,0.39887095705]"
1039,Police Officer Wounded Suspect Dead After Exchanging Shots http://t.co/e4wvXQItV4,"['police', 'officer', 'wounded', 'suspect', 'dead', 'after', 'exchanging', 'shots', 'http://t.co/e4wvxqitv4']","['police', 'officer', 'wounded', 'suspect', 'dead', 'exchanging', 'shots', 'http://t.co/e4wvxqitv4']","(2000,[117,216,395,714,1245,1621,1784,1913],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[117,216,395,714,1245,1621,1784,1913],[5.41238982281,4.37093594798,4.20841701848,3.94605275401,3.90831242603,3.33294828113,4.80625401924,3.87194478186])","[0.320091738238,0.679908261762]"
1040,Police Officer Wounded Suspect Dead After Exchanging Shots http://t.co/XxFk4KHbIw,"['police', 'officer', 'wounded', 'suspect', 'dead', 'after', 'exchanging', 'shots', 'http://t.co/xxfk4khbiw']","['police', 'officer', 'wounded', 'suspect', 'dead', 'exchanging', 'shots', 'http://t.co/xxfk4khbiw']","(2000,[216,395,714,1075,1245,1621,1784,1913],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[216,395,714,1075,1245,1621,1784,1913],[4.37093594798,4.20841701848,3.94605275401,5.25823914298,3.90831242603,3.33294828113,4.80625401924,3.87194478186])","[0.309648815222,0.690351184778]"
1041,I also loved 'Bury my heart at wounded knee' too! #TheGame,"['i', 'also', 'loved', ""'bury"", 'my', 'heart', 'at', 'wounded', ""knee'"", 'too!', '#thegame']","['also', 'loved', ""'bury"", 'heart', 'wounded', ""knee'"", 'too!', '#thegame']","(2000,[442,992,1142,1160,1277,1390,1621,1792],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[442,992,1142,1160,1277,1390,1621,1792],[5.25823914298,0.0,4.90156419904,0.0,0.0,0.0,3.33294828113,4.49609909093])","[0.578076336138,0.421923663862]"
1042,The whole food stamp gov. assistance program needs to be retooled for wounded veterans retirees and handicapped only.  #NoMoreHandouts,"['the', 'whole', 'food', 'stamp', 'gov.', 'assistance', 'program', 'needs', 'to', 'be', 'retooled', 'for', 'wounded', 'veterans', 'retirees', 'and', 'handicapped', 'only.', '', '#nomorehandouts']","['whole', 'food', 'stamp', 'gov.', 'assistance', 'program', 'needs', 'retooled', 'wounded', 'veterans', 'retirees', 'handicapped', 'only.', '', '#nomorehandouts']","(2000,[159,375,418,644,653,700,739,1030,1061,1372,1429,1600,1621,1666,1903],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[159,375,418,644,653,700,739,1030,1061,1372,1429,1600,1621,1666,1903],[4.80625401924,5.41238982281,4.02609546169,4.63919993457,5.0069247147,0.0,5.0069247147,5.12470775036,0.0,2.79743004477,5.41238982281,4.25971031287,3.33294828113,5.25823914298,5.0069247147])","[0.561695322605,0.438304677395]"
1043,Gunmen open fire on bus near El Salvador's capital killing 4 a week after gang attacks killed 8 bus drivers: http://t.co/Pz56zJSsfT bit??_,"['gunmen', 'open', 'fire', 'on', 'bus', 'near', 'el', ""salvador's"", 'capital', 'killing', '4', 'a', 'week', 'after', 'gang', 'attacks', 'killed', '8', 'bus', 'drivers:', 'http://t.co/pz56zjssft', 'bit??_']","['gunmen', 'open', 'fire', 'bus', 'near', 'el', ""salvador's"", 'capital', 'killing', '4', 'week', 'gang', 'attacks', 'killed', '8', 'bus', 'drivers:', 'http://t.co/pz56zjssft', 'bit??_']","(2000,[45,187,195,371,449,598,810,966,1093,1122,1191,1740,1776,1783,1826,1883,1884,1974],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[45,187,195,371,449,598,810,966,1093,1122,1191,1740,1776,1783,1826,1883,1884,1974],[0.0,4.90156419904,5.25823914298,5.12470775036,10.0138494294,3.87194478186,4.49609909093,4.80625401924,5.0069247147,5.0069247147,4.20841701848,0.0,0.0,4.20841701848,0.0,5.41238982281,5.41238982281,4.80625401924])","[0.623648086496,0.376351913504]"
1044,Officer Wounded Suspect Killed in Exchange of Gunfire: Richmond police officer wounded suspect killed in exc... http://t.co/crCN8rwvKj,"['officer', 'wounded', 'suspect', 'killed', 'in', 'exchange', 'of', 'gunfire:', 'richmond', 'police', 'officer', 'wounded', 'suspect', 'killed', 'in', 'exc...', 'http://t.co/crcn8rwvkj']","['officer', 'wounded', 'suspect', 'killed', 'exchange', 'gunfire:', 'richmond', 'police', 'officer', 'wounded', 'suspect', 'killed', 'exc...', 'http://t.co/crcn8rwvkj']","(2000,[13,38,386,522,598,714,1245,1329,1621,1913],[1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0])","(2000,[13,38,386,522,598,714,1245,1329,1621,1913],[4.20841701848,0.0,5.25823914298,0.0,7.74388956372,3.94605275401,7.81662485206,4.80625401924,6.66589656226,7.74388956372])","[0.264872964218,0.735127035782]"
1045,One man fatally shot another wounded on Vermont Street #Buffalo - http://t.co/KakY4mpCO4,"['one', 'man', 'fatally', 'shot', 'another', 'wounded', 'on', 'vermont', 'street', '#buffalo', '-', 'http://t.co/kaky4mpco4']","['one', 'man', 'fatally', 'shot', 'another', 'wounded', 'vermont', 'street', '#buffalo', '-', 'http://t.co/kaky4mpco4']","(2000,[39,44,199,230,394,533,1457,1499,1621,1779,1982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[39,44,199,230,394,533,1457,1499,1621,1779,1982],[5.41238982281,3.37550789555,5.12470775036,4.49609909093,3.62063035358,0.0,5.25823914298,2.40835874644,3.33294828113,3.87194478186,0.0])","[0.489653233834,0.510346766166]"
1046,Richmond police officer wounded suspect killed http://t.co/m9d2ElImZI,"['richmond', 'police', 'officer', 'wounded', 'suspect', 'killed', 'http://t.co/m9d2elimzi']","['richmond', 'police', 'officer', 'wounded', 'suspect', 'killed', 'http://t.co/m9d2elimzi']","(2000,[13,598,714,1245,1621,1729,1913],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[13,598,714,1245,1621,1729,1913],[4.20841701848,3.87194478186,3.94605275401,3.90831242603,3.33294828113,4.15962685431,3.87194478186])","[0.358415488287,0.641584511713]"
1047,The South Korean army wounded 44 persons' Takeshima's Japanese fisherman and occupies the island.  ,"['the', 'south', 'korean', 'army', 'wounded', '44', ""persons'"", ""takeshima's"", 'japanese', 'fisherman', 'and', 'occupies', 'the', 'island.']","['south', 'korean', 'army', 'wounded', '44', ""persons'"", ""takeshima's"", 'japanese', 'fisherman', 'occupies', 'island.']","(2000,[407,579,594,743,904,929,984,1399,1621,1644,1953],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[407,579,594,743,904,929,984,1399,1621,1644,1953],[5.12470775036,4.71924264225,0.0,0.0,4.90156419904,5.41238982281,0.0,5.25823914298,3.33294828113,0.0,0.0])","[0.479326357794,0.520673642206]"
1048,"http://t.co/mJCXgKU8Yt""","['http://t.co/mjcxgku8yt""']","['http://t.co/mjcxgku8yt""']","(2000,[704],[1.0])","(2000,[704],[5.25823914298])","[0.521187394911,0.478812605089]"
1049,Gunmen kill four in El Salvador bus attack: Suspected Salvadoran gang members killed four people and wounded s... http://t.co/LZWRONbTmi,"['gunmen', 'kill', 'four', 'in', 'el', 'salvador', 'bus', 'attack:', 'suspected', 'salvadoran', 'gang', 'members', 'killed', 'four', 'people', 'and', 'wounded', 's...', 'http://t.co/lzwronbtmi']","['gunmen', 'kill', 'four', 'el', 'salvador', 'bus', 'attack:', 'suspected', 'salvadoran', 'gang', 'members', 'killed', 'four', 'people', 'wounded', 's...', 'http://t.co/lzwronbtmi']","(2000,[195,330,449,586,598,804,1093,1165,1243,1264,1374,1486,1543,1621,1686,1883],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[195,330,449,586,598,804,1093,1165,1243,1264,1374,1486,1543,1621,1686,1883],[5.25823914298,5.41238982281,5.0069247147,5.41238982281,3.87194478186,5.0069247147,5.0069247147,0.0,9.4384852845,5.25823914298,4.90156419904,4.37093594798,5.0069247147,3.33294828113,0.0,5.41238982281])","[0.587016815185,0.412983184815]"
1050,Twilight's Encore (Wounded Hearts Book 3) by Jacquie Biggar http://t.co/ZnpTdIcQxE via @amazon #KindleCountdown #Sale #MFRWauthor #MGTAB,"[""twilight's"", 'encore', '(wounded', 'hearts', 'book', '3)', 'by', 'jacquie', 'biggar', 'http://t.co/znptdicqxe', 'via', '@amazon', '#kindlecountdown', '#sale', '#mfrwauthor', '#mgtab']","[""twilight's"", 'encore', '(wounded', 'hearts', 'book', '3)', 'jacquie', 'biggar', 'http://t.co/znptdicqxe', 'via', '@amazon', '#kindlecountdown', '#sale', '#mfrwauthor', '#mgtab']","(2000,[124,127,185,219,393,417,595,604,660,1000,1252,1425,1667,1717,1797],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[124,127,185,219,393,417,595,604,660,1000,1252,1425,1667,1717,1797],[5.41238982281,0.0,5.41238982281,0.0,0.0,0.0,3.46647967375,4.90156419904,0.0,5.12470775036,4.90156419904,0.0,0.0,0.0,4.90156419904])","[0.379087652379,0.620912347621]"
1051,You still acting like you were the one wounded. Didn't you do the stabbing?...,"['you', 'still', 'acting', 'like', 'you', 'were', 'the', 'one', 'wounded.', ""didn't"", 'you', 'do', 'the', 'stabbing?...']","['still', 'acting', 'like', 'one', 'wounded.', 'stabbing?...']","(2000,[44,186,1330,1672,1800,1860],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[44,186,1330,1672,1800,1860],[3.37550789555,5.12470775036,3.59323137939,5.12470775036,4.02609546169,0.0])","[0.602160222842,0.397839777158]"
1052,Prince Phillip said of the numbers of those murdered by the British at Amritsar...,"['prince', 'phillip', 'said', 'of', 'the', 'numbers', 'of', 'those', 'murdered', 'by', 'the', 'british', 'at', 'amritsar...']","['prince', 'phillip', 'said', 'numbers', 'murdered', 'british', 'amritsar...']","(2000,[320,349,622,667,918,1066,1946],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[320,349,622,667,918,1066,1946],[4.63919993457,0.0,4.63919993457,5.0069247147,0.0,5.41238982281,0.0])","[0.49093781391,0.50906218609]"
1053,"???That??s a bit exaggerated it must include the wounded??.""","['???that??s', 'a', 'bit', 'exaggerated', 'it', 'must', 'include', 'the', 'wounded?\u06dd.""']","['???that??s', 'bit', 'exaggerated', 'must', 'include', 'wounded?\u06dd.""']","(2000,[446,572,1023,1335,1401,1502],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[446,572,1023,1335,1401,1502],[5.12470775036,0.0,4.56509196242,0.0,5.25823914298,0.0])","[0.565112403518,0.434887596482]"
1054,California cops have sketch of gunman who killed one wounded two deputies via the @FoxNews app http://t.co/3Ife1zsop7,"['california', 'cops', 'have', 'sketch', 'of', 'gunman', 'who', 'killed', 'one', 'wounded', 'two', 'deputies', 'via', 'the', '@foxnews', 'app', 'http://t.co/3ife1zsop7']","['california', 'cops', 'sketch', 'gunman', 'killed', 'one', 'wounded', 'two', 'deputies', 'via', '@foxnews', 'app', 'http://t.co/3ife1zsop7']","(2000,[18,44,73,81,144,595,598,1025,1094,1408,1516,1519,1621],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[18,44,73,81,144,595,598,1025,1094,1408,1516,1519,1621],[4.80625401924,3.37550789555,0.0,5.25823914298,3.77016208755,3.46647967375,3.87194478186,0.0,0.0,4.71924264225,0.0,0.0,3.33294828113])","[0.377300512877,0.622699487123]"
1055,Police Officer Wounded Suspect Dead After Exchanging Shots: Richmond police officer wounded suspect killed after exchange of gunfire,"['police', 'officer', 'wounded', 'suspect', 'dead', 'after', 'exchanging', 'shots:', 'richmond', 'police', 'officer', 'wounded', 'suspect', 'killed', 'after', 'exchange', 'of', 'gunfire']","['police', 'officer', 'wounded', 'suspect', 'dead', 'exchanging', 'shots:', 'richmond', 'police', 'officer', 'wounded', 'suspect', 'killed', 'exchange', 'gunfire']","(2000,[13,216,395,598,714,1245,1329,1621,1765,1837,1913],[1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0])","(2000,[13,216,395,598,714,1245,1329,1621,1765,1837,1913],[4.20841701848,4.37093594798,4.20841701848,3.87194478186,7.89210550803,7.81662485206,4.80625401924,6.66589656226,5.0069247147,5.25823914298,7.74388956372])","[0.23245338336,0.76754661664]"
