,text,tokens,stopWordsRemovedTokens,rawFeatures,prediction
1186,AmazonDeals: Skylanders Trap Team: Flip Wreck Character Pack - down 4.53% ($0.45) to $9.49 from $9.94 #Sale http://t.co/pMbuzfGIn3,"['amazondeals:', 'skylanders', 'trap', 'team:', 'flip', 'wreck', 'character', 'pack', '-', 'down', '4.53%', '($0.45)', 'to', '$9.49', 'from', '$9.94', '#sale', 'http://t.co/pmbuzfgin3']","['amazondeals:', 'skylanders', 'trap', 'team:', 'flip', 'wreck', 'character', 'pack', '-', '4.53%', '($0.45)', '$9.49', '$9.94', '#sale', 'http://t.co/pmbuzfgin3']","(1048576,[25737,45283,289288,315361,493486,506111,569819,622463,687052,689059,745054,770617,800371,812827,851058],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1187,A staged locomotive wreck what could possibly go wrong? http://t.co/Ei9x4H8tHm,"['a', 'staged', 'locomotive', 'wreck', 'what', 'could', 'possibly', 'go', 'wrong?', 'http://t.co/ei9x4h8thm']","['staged', 'locomotive', 'wreck', 'possibly', 'go', 'wrong?', 'http://t.co/ei9x4h8thm']","(1048576,[289094,381726,637593,696765,770617,892650,935894],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1188,and not a wreck of uneven layers  https://t.co/Y0WE0wXQCp,"['and', 'not', 'a', 'wreck', 'of', 'uneven', 'layers', '', 'https://t.co/y0we0wxqcp']","['wreck', 'uneven', 'layers', '', 'https://t.co/y0we0wxqcp']","(1048576,[240569,622375,770617,797197,1035612],[1.0,1.0,1.0,1.0,1.0])",0
1189,i still don't see the point of a frozen sequel like where's the wreck it ralph sequel,"['i', 'still', ""don't"", 'see', 'the', 'point', 'of', 'a', 'frozen', 'sequel', 'like', ""where's"", 'the', 'wreck', 'it', 'ralph', 'sequel']","['still', 'see', 'point', 'frozen', 'sequel', 'like', 'wreck', 'ralph', 'sequel']","(1048576,[29238,158207,215995,470402,560488,732873,770617,838157],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])",0
1190,I still need to finish the lover but I'm watching this other drama for 8 hours now and I'm an emotional wreck so the lover needs to wait,"['i', 'still', 'need', 'to', 'finish', 'the', 'lover', 'but', ""i'm"", 'watching', 'this', 'other', 'drama', 'for', '8', 'hours', 'now', 'and', ""i'm"", 'an', 'emotional', 'wreck', 'so', 'the', 'lover', 'needs', 'to', 'wait']","['still', 'need', 'finish', 'lover', 'watching', 'drama', '8', 'hours', 'emotional', 'wreck', 'lover', 'needs', 'wait']","(1048576,[63409,150069,167024,215277,325283,560488,763410,770617,869593,885394,945277,971751],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1191,Dj d wreck cut the beat,"['dj', 'd', 'wreck', 'cut', 'the', 'beat']","['dj', 'd', 'wreck', 'cut', 'beat']","(1048576,[27526,749865,770617,773761,967433],[1.0,1.0,1.0,1.0,1.0])",0
1192,Omg if Cain dies i will be an emotional wreck #emmerdale,"['omg', 'if', 'cain', 'dies', 'i', 'will', 'be', 'an', 'emotional', 'wreck', '#emmerdale']","['omg', 'cain', 'dies', 'emotional', 'wreck', '#emmerdale']","(1048576,[70376,215277,369894,434719,697858,770617],[1.0,1.0,1.0,1.0,1.0,1.0])",0
1193,@TitorTau The Loretta Lynch one was fuckin' HI-LARIOUS to watch in realtime. It was like a train wreck of fact-checking and ombudsmanship.,"['@titortau', 'the', 'loretta', 'lynch', 'one', 'was', ""fuckin'"", 'hi-larious', 'to', 'watch', 'in', 'realtime.', 'it', 'was', 'like', 'a', 'train', 'wreck', 'of', 'fact-checking', 'and', 'ombudsmanship.']","['@titortau', 'loretta', 'lynch', 'one', ""fuckin'"", 'hi-larious', 'watch', 'realtime.', 'like', 'train', 'wreck', 'fact-checking', 'ombudsmanship.']","(1048576,[26409,74702,89512,138421,173527,178866,358383,422338,470402,649660,770617,936847,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1194,@raineishida lol...Im just a nervous wreck :P,"['@raineishida', 'lol...im', 'just', 'a', 'nervous', 'wreck', ':p']","['@raineishida', 'lol...im', 'nervous', 'wreck', ':p']","(1048576,[11324,241056,513020,770617,1032486],[1.0,1.0,1.0,1.0,1.0])",0
1195,Amazon Prime Day: 12 quick takeaways from Amazon??s magnificent train wreck - http://t.co/DBDwtOcGXF,"['amazon', 'prime', 'day:', '12', 'quick', 'takeaways', 'from', 'amazon??s', 'magnificent', 'train', 'wreck', '-', 'http://t.co/dbdwtocgxf']","['amazon', 'prime', 'day:', '12', 'quick', 'takeaways', 'amazon??s', 'magnificent', 'train', 'wreck', '-', 'http://t.co/dbdwtocgxf']","(1048576,[81267,103510,358383,360949,546611,569819,770617,810079,831146,897330,998596,1045794],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1196,I'm an emotional wreck watching emmerdale,"[""i'm"", 'an', 'emotional', 'wreck', 'watching', 'emmerdale']","['emotional', 'wreck', 'watching', 'emmerdale']","(1048576,[215277,325283,770617,936689],[1.0,1.0,1.0,1.0])",0
1197,@Herologist i know right? It's a train wreck. You can't believe it's happening but you can't look away.,"['@herologist', 'i', 'know', 'right?', ""it's"", 'a', 'train', 'wreck.', 'you', ""can't"", 'believe', ""it's"", 'happening', 'but', 'you', ""can't"", 'look', 'away.']","['@herologist', 'know', 'right?', 'train', 'wreck.', 'believe', 'happening', 'look', 'away.']","(1048576,[55227,120667,174120,193411,358383,380698,927363,1010195,1033378],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1198,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/SfAKQNveta,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/sfakqnveta']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/sfakqnveta']","(1048576,[43949,145225,517093,669688,680997,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1199,Wreckage Confirmed As Part of Missing Malaysia Airlines Flight MH370 http://t.co/yoPeYPJkb2 (VICE News),"['wreckage', 'confirmed', 'as', 'part', 'of', 'missing', 'malaysia', 'airlines', 'flight', 'mh370', 'http://t.co/yopeypjkb2', '(vice', 'news)']","['wreckage', 'confirmed', 'part', 'missing', 'malaysia', 'airlines', 'flight', 'mh370', 'http://t.co/yopeypjkb2', '(vice', 'news)']","(1048576,[23343,126265,152814,205697,471781,517093,531281,545946,701947,795236,830200],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1200,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/gRh7zLK979,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/grh7zlk979']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/grh7zlk979']","(1048576,[43949,145225,431035,517093,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1201,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm']","(1048576,[145225,517093,685204,830200,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0])",0
1202,MH370 victim's family furious the media was told about wreckage confirmation first http://t.co/carMqiVkwU,"['mh370', ""victim's"", 'family', 'furious', 'the', 'media', 'was', 'told', 'about', 'wreckage', 'confirmation', 'first', 'http://t.co/carmqivkwu']","['mh370', ""victim's"", 'family', 'furious', 'media', 'told', 'wreckage', 'confirmation', 'first', 'http://t.co/carmqivkwu']","(1048576,[82111,447346,493987,545946,715524,827049,830200,839346,859041,1031002],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1203,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/cUrJAT1BqI,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/curjat1bqi']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/curjat1bqi']","(1048576,[43949,145225,256870,517093,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1204,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/cs8mYAunA4,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/cs8myauna4']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/cs8myauna4']","(1048576,[43949,145225,185708,517093,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1205,Wreckage 'conclusively confirmed' as from MH370: Malaysia PM http://t.co/Se1QkNPltS | https://t.co/DnhRviV1dJ,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm', 'http://t.co/se1qknplts', '|', 'https://t.co/dnhrviv1dj']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm', 'http://t.co/se1qknplts', '|', 'https://t.co/dnhrviv1dj']","(1048576,[145225,418769,517093,682230,685204,830200,889814,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1206,#Australia #News ; RT janeenorman: 'High probability' aircraft wreckage is from #MH370 according to Deputy Prime ??_ http://t.co/cdOHgnJmsT,"['#australia', '#news', ';', 'rt', 'janeenorman:', ""'high"", ""probability'"", 'aircraft', 'wreckage', 'is', 'from', '#mh370', 'according', 'to', 'deputy', 'prime', '??_', 'http://t.co/cdohgnjmst']","['#australia', '#news', ';', 'rt', 'janeenorman:', ""'high"", ""probability'"", 'aircraft', 'wreckage', '#mh370', 'according', 'deputy', 'prime', '??_', 'http://t.co/cdohgnjmst']","(1048576,[5282,28137,81267,110102,248305,372657,435363,569507,668191,736658,777464,830200,875212,906056,1028692],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1207,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/v5Ogr3F5N9,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/v5ogr3f5n9']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/v5ogr3f5n9']","(1048576,[43949,145225,517093,557682,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1208,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/4xB4ZwyhCt,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/4xb4zwyhct']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/4xb4zwyhct']","(1048576,[43949,145225,517093,669688,788865,830200,833795,935478,962600,975529],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1209,KUALA LUMPUR (Reuters) - A piece of a wing that washed up on an Indian Ocean island beach last week was part of the wreckage of Malaysian A,"['kuala', 'lumpur', '(reuters)', '-', 'a', 'piece', 'of', 'a', 'wing', 'that', 'washed', 'up', 'on', 'an', 'indian', 'ocean', 'island', 'beach', 'last', 'week', 'was', 'part', 'of', 'the', 'wreckage', 'of', 'malaysian', 'a']","['kuala', 'lumpur', '(reuters)', '-', 'piece', 'wing', 'washed', 'indian', 'ocean', 'island', 'beach', 'last', 'week', 'part', 'wreckage', 'malaysian']","(1048576,[366223,368095,450941,459090,473308,481029,529669,542514,565251,569819,640289,642497,691944,795236,830200,833770],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1210,#science Now that a piece of wreckage from flight MH370 has been confirmed on R?union Island is it possible t...  http://t.co/uqva3dfbCA,"['#science', 'now', 'that', 'a', 'piece', 'of', 'wreckage', 'from', 'flight', 'mh370', 'has', 'been', 'confirmed', 'on', 'r?union', 'island', 'is', 'it', 'possible', 't...', '', 'http://t.co/uqva3dfbca']","['#science', 'piece', 'wreckage', 'flight', 'mh370', 'confirmed', 'r?union', 'island', 'possible', 't...', '', 'http://t.co/uqva3dfbca']","(1048576,[23343,42778,152814,218233,542514,545946,565251,752148,830200,871569,873124,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1211,Malaysia PM confirms wreckage belongs to MH370 http://t.co/kacrlpjC0l http://t.co/YjJbNTcaZY,"['malaysia', 'pm', 'confirms', 'wreckage', 'belongs', 'to', 'mh370', 'http://t.co/kacrlpjc0l', 'http://t.co/yjjbntcazy']","['malaysia', 'pm', 'confirms', 'wreckage', 'belongs', 'mh370', 'http://t.co/kacrlpjc0l', 'http://t.co/yjjbntcazy']","(1048576,[108653,200415,517093,545946,685204,830200,1035084,1041923],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1212,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/KfzvMXj9ST,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/kfzvmxj9st']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/kfzvmxj9st']","(1048576,[35593,43949,145225,517093,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1213,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/pTeVY815mt,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/ptevy815mt']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/ptevy815mt']","(1048576,[43949,145225,517093,669688,788865,830200,833795,935478,962600,974461],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1214,CIA plot! *rolling eyes* RT @ajabrown: Chinese relatives of MH370 victims say reunion island wreckage was planted http://t.co/wmNb5ITa5P,"['cia', 'plot!', '*rolling', 'eyes*', 'rt', '@ajabrown:', 'chinese', 'relatives', 'of', 'mh370', 'victims', 'say', 'reunion', 'island', 'wreckage', 'was', 'planted', 'http://t.co/wmnb5ita5p']","['cia', 'plot!', '*rolling', 'eyes*', 'rt', '@ajabrown:', 'chinese', 'relatives', 'mh370', 'victims', 'say', 'reunion', 'island', 'wreckage', 'planted', 'http://t.co/wmnb5ita5p']","(1048576,[65212,141190,247786,248305,308297,312708,542514,545946,600246,699786,711482,807402,830200,840171,963544,1011108],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1215,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/4sf0rgn8Wo,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/4sf0rgn8wo']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/4sf0rgn8wo']","(1048576,[43949,145225,517093,669688,788865,790345,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1216,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/leDmVEZCoL,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/ledmvezcol']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/ledmvezcol']","(1048576,[43949,145225,365845,517093,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1217,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm']","(1048576,[145225,517093,685204,830200,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0])",0
1218,Related News: ,"['related', 'news:']","['related', 'news:']","(1048576,[135528,801639],[1.0,1.0])",0
1219,Plane Wreckage Found Is Part Of Missing MH370 Malaysia Prime Minister?Says,"['plane', 'wreckage', 'found', 'is', 'part', 'of', 'missing', 'mh370', 'malaysia', 'prime', 'minister?says']","['plane', 'wreckage', 'found', 'part', 'missing', 'mh370', 'malaysia', 'prime', 'minister?says']","(1048576,[81267,466233,471781,517093,545946,795236,830200,911075,1038730],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1220," - World - BuzzFeed |  http://t.co/qSiPL1C9Fa""","['', '-', 'world', '-', 'buzzfeed', '|', '', 'http://t.co/qsipl1c9fa""']","['', '-', 'world', '-', 'buzzfeed', '|', '', 'http://t.co/qsipl1c9fa""']","(1048576,[443870,569819,798274,879890,889814,1035612],[1.0,2.0,1.0,1.0,1.0,2.0])",0
1221,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/O8sTW4YN8R,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/o8stw4yn8r']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/o8stw4yn8r']","(1048576,[43949,99981,145225,517093,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1222,#science Now that a piece of wreckage from flight MH370 has been confirmed on R?union Island is it possible t...  http://t.co/cKQ7tOE82u,"['#science', 'now', 'that', 'a', 'piece', 'of', 'wreckage', 'from', 'flight', 'mh370', 'has', 'been', 'confirmed', 'on', 'r?union', 'island', 'is', 'it', 'possible', 't...', '', 'http://t.co/ckq7toe82u']","['#science', 'piece', 'wreckage', 'flight', 'mh370', 'confirmed', 'r?union', 'island', 'possible', 't...', '', 'http://t.co/ckq7toe82u']","(1048576,[23343,42778,152814,542514,545946,565251,752148,830200,871569,873124,956418,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1223,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm']","(1048576,[145225,517093,685204,830200,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0])",0
1224,Malaysian prime minister says Reunion Island wreckage is from MH370: http://t.co/bpTZAMjl2K via @slate,"['malaysian', 'prime', 'minister', 'says', 'reunion', 'island', 'wreckage', 'is', 'from', 'mh370:', 'http://t.co/bptzamjl2k', 'via', '@slate']","['malaysian', 'prime', 'minister', 'says', 'reunion', 'island', 'wreckage', 'mh370:', 'http://t.co/bptzamjl2k', 'via', '@slate']","(1048576,[37041,81267,161826,241007,385123,473308,542514,675195,830200,840171,935478],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1225,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/LjylxZ1fBi,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/ljylxz1fbi']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/ljylxz1fbi']","(1048576,[43949,145225,517093,627445,669688,788865,830200,833795,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
1226,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/1RzskdRrDk,"['wreckage', ""'conclusively"", ""confirmed'"", 'as', 'from', 'mh370:', 'malaysia', 'pm:', 'investigators', 'and', 'the', 'families', 'of', 'those', 'who', 'were...', 'http://t.co/1rzskdrrdk']","['wreckage', ""'conclusively"", ""confirmed'"", 'mh370:', 'malaysia', 'pm:', 'investigators', 'families', 'were...', 'http://t.co/1rzskdrrdk']","(1048576,[43949,145225,517093,669688,788865,830200,833795,865132,935478,962600],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
