,text,features,prediction
5087,It's medicine for sinuses fool!! ??_??_????@Lil__O: #TwitterAfterDark ? RT @Yea_Im_Tenn: I need some Claritin D!!!!??_??_?_?,"(1048576,[37800,161731,248305,602670,687569,696319,781675,869593,890540,980975,1041724],[5.17972150063,7.88777170174,2.7003858959,7.48230659363,6.38369430496,7.48230659363,7.88777170174,3.5702835882,7.88777170174,6.09601223251,1.96351590432])",2
5088,"""I think i need the claritin-""""D"""" for these sniffles""""","(1048576,[70028,420529,532766,758652,869593],[4.30425276328,7.88777170174,7.48230659363,7.88777170174,3.5702835882])",2
5089,"@WeezyRider Yup, Santa Anas suck. Even my Claritin D wasn't any match.","(1048576,[27526,30191,514463,699254,881776,903008,906268,1028467,1041724],[3.94618989407,7.48230659363,7.48230659363,4.77425639253,6.38369430496,7.19462452118,7.88777170174,7.88777170174,1.96351590432])",2
5090,@Holocryptic @mach2600 @ActionJacksonOO @laamigable21 @th3j35t3r I just have my moments of Claritin ;),"(1048576,[56076,259072,465864,523835,531384,541918,946991,1041724],[7.88777170174,7.88777170174,5.87286868119,7.88777170174,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5091,"Just took a Claritin, two Tylenol, and two Vitamin C. If I die in my sleep, let's save time and $... it was obviously an overdose.","(1048576,[15664,199496,249943,258904,383661,495815,551635,595842,652494,664241,690300,736896,961530],[10.1091167154,6.2783337893,4.42203579894,6.38369430496,3.93652798316,4.57358569706,7.48230659363,7.48230659363,7.48230659363,6.63500873324,6.97148096986,6.1830236095,7.19462452118])",2
5092,"Just took a Claritin, two Tylenol, &amp; two Vitamin C. If I die in my sleep, let's save time and $... it was obviously an overdose. #Winehouse","(1048576,[15664,199496,249943,258904,383661,495815,551635,595842,652494,664241,690300,726634,736896,737310,961530],[10.1091167154,6.2783337893,4.42203579894,6.38369430496,3.93652798316,4.57358569706,7.48230659363,7.48230659363,7.48230659363,6.63500873324,6.97148096986,7.88777170174,6.1830236095,3.0240908206,7.19462452118])",2
5093,My Claritin is at home too! Ugh,"(1048576,[137422,515408,542181,1041724],[7.19462452118,6.01596952484,5.63647990313,1.96351590432])",2
5094,@TrevorMoran CLARITIN IS AMAZING! I USED TO TAKE IT AND SO DOES MY BROTHER IN-LAW TAKE IT TREVOR TAKE IT,"(1048576,[324732,485307,604726,629646,685349,826757,842071,1041724],[7.88777170174,7.48230659363,7.88777170174,6.97148096986,5.48987642894,6.38369430496,10.8964769758,1.96351590432])",2
5095,"Claritin, 2 other pills Sal gave me and NyQuil.. Fuck. #sicktweet","(1048576,[92479,495815,586213,609372,757790,940929,998485,1044302],[7.88777170174,4.57358569706,7.88777170174,6.78915941307,5.74770553824,7.88777170174,2.8125978865,7.88777170174])",2
5096,Allergies...ugh! #claritin-d,"(1048576,[316291,926412],[7.88777170174,7.48230659363])",2
5097,Damn Zyrtec didn't do anything..I just took some Claritin hopefully it works,"(1048576,[249943,442936,485032,622430,799320,877110,1041724],[4.42203579894,5.40286505195,6.38369430496,5.87286868119,5.02557082081,7.88777170174,1.96351590432])",2
5098,"@Mariselly_ selly, estoy molesta. Me tome una claritin y no benadryl :(","(1048576,[55368,219828,569567,764659,851577,916459,965913,985908,1022645,1041724],[7.88777170174,5.36204305743,7.19462452118,7.19462452118,7.88777170174,6.38369430496,7.88777170174,5.44542466637,7.88777170174,1.96351590432])",2
5099,"I'd drink Wendy's iced tea everyday if only it wasn't fattening, and if I have a limitless supply of anti-histamine (like, Claritin).","(1048576,[114281,135051,174188,214528,468020,649739,706879,913844,983184,994854,1043624],[7.48230659363,6.78915941307,7.88777170174,7.88777170174,6.1830236095,7.88777170174,7.88777170174,6.78915941307,7.88777170174,7.88777170174,6.78915941307])",2
5100,"La claritin me esta funcionando pero no es lo mismo que la benadryl, la claritin no da sue??_?_?o #Sufro :(","(1048576,[14821,111793,219828,268881,270119,483486,629872,637987,769060,790311,803054,846161,921265,1041724],[7.48230659363,6.63500873324,5.36204305743,7.88777170174,7.88777170174,6.38369430496,7.88777170174,7.88777170174,6.63500873324,6.78915941307,7.88777170174,18.8350013679,7.48230659363,3.92703180864])",2
5101,this Claritin medicine was a waste of $6 and for 5 tablets that don't even really do anything.,"(1048576,[14,511292,637157,699254,876121,940986,948285,980975,1041724],[4.37622626291,7.88777170174,7.48230659363,4.77425639253,4.89203942818,7.48230659363,6.38369430496,6.09601223251,1.96351590432])",2
5102,Man fuck this where's my Claritin #Allergies #FuckThen,"(1048576,[139595,457053,549206,761399,1041724],[6.1830236095,7.88777170174,5.48987642894,6.09601223251,1.96351590432])",2
5103,Claritin and neozep!! Tulugan na!!,"(1048576,[179738,564209,824637,1041724],[7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5104,I need a humidifier and Claritin smh my allergies are out of control,"(1048576,[77044,277042,576989,869593,967392,1041724],[4.33242364025,6.38369430496,6.63500873324,3.5702835882,7.88777170174,1.96351590432])",2
5105,"@lukeavest take ibuprofen, Claritin, &amp; vitamin c!  Benadryl at bedtime! I do know how bad u feel I got it too! #sickmom_????_??_?????","(1048576,[73023,211926,293607,383088,495815,515408,620926,713622,736896,737310,749925,842071,848331,861000,927363,985908,1035612],[7.88777170174,4.27685378909,3.92695853214,7.88777170174,4.57358569706,6.01596952484,5.02557082081,7.88777170174,6.1830236095,3.0240908206,7.88777170174,3.63215899192,4.61062696874,7.19462452118,4.19889224762,5.44542466637,2.33481211682])",2
5106,Good Morning. Woke up completely congrested and unable to breathe despite taking a Claritin before bed last night. *sigh*,"(1048576,[77329,87730,136531,411678,425497,529669,593347,599661,620545,802240,833054,899864,983790,1041724],[4.94333272257,6.78915941307,6.38369430496,6.50147734062,7.48230659363,4.39126414027,7.88777170174,6.97148096986,7.88777170174,7.88777170174,6.63500873324,4.13826762581,6.78915941307,1.96351590432])",2
5107,"""""""You have allergies? I'll give you that Claritin D"""" hahah _????_??_????? @Bswaglees @brittanyxharper @E_Van_Wall_Ace""","(1048576,[96210,100042,369511,470453,507894,510539,611668,638126,846520,1041724],[7.88777170174,7.88777170174,4.27685378909,7.88777170174,6.1830236095,6.78915941307,7.88777170174,7.48230659363,7.88777170174,1.96351590432])",2
5108,My best friends for the evening: Claritin and berocca,"(1048576,[215851,222394,367085,952459,1041724],[7.88777170174,5.48987642894,7.88777170174,4.57358569706,1.96351590432])",2
5109,Gotta wait until this claritin kicks in though... I cleaned up the leaves for the 40th time from the storm drain and my eye almost shut...,"(1048576,[100844,150069,159931,223821,270805,383661,415148,548438,562689,712576,721103,773214,889464,1041724],[7.88777170174,4.91735723617,6.97148096986,6.1830236095,7.88777170174,3.93652798316,7.48230659363,6.1830236095,7.19462452118,7.88777170174,7.88777170174,7.88777170174,6.50147734062,1.96351590432])",2
5110,Bring polley some Claritin?,"(1048576,[593701,657577,816697],[5.53639644457,7.88777170174,5.40286505195])",2
5111,Claritin ain't got shit on NyQuil,"(1048576,[117133,293607,524421,588364,1041724],[6.50147734062,3.92695853214,6.38369430496,5.74770553824,1.96351590432])",2
5112,Forgot my Claritin this morning I'm fucked now! _????_??_????,"(1048576,[206675,405371,536239,618413,656900,1041724],[5.87286868119,6.50147734062,5.53639644457,7.19462452118,6.2783337893,1.96351590432])",2
5113,@mrrajatkapoor let's celebrate; where's my Claritin,"(1048576,[89721,499248,1041724],[7.19462452118,7.88777170174,1.96351590432])",2
5114,Thank you lordy jesus for Claritin,"(1048576,[132458,205970,889151,1041724],[4.99739994384,6.97148096986,7.88777170174,1.96351590432])",2
5115,@Kelsohat well my claritin is kicking in and I only have five homework assignments left so it's a maybe!,"(1048576,[106288,324938,379377,432558,536998,616254,706486,711213,1041724],[7.88777170174,7.88777170174,7.88777170174,5.48987642894,7.19462452118,4.47004501812,7.88777170174,5.21362305231,1.96351590432])",2
5116,Does anyone on OCUs campus have Zyrtec or Claritin or some allergy medicine? I forgot to take mine two days in a row. #dying #cantgohome,"(1048576,[15664,24175,138193,206675,288138,408496,442936,502611,597803,811130,828837,842071,979288,1039612,1041724],[5.05455835768,6.50147734062,4.94333272257,5.87286868119,7.88777170174,4.94333272257,5.40286505195,7.88777170174,7.48230659363,5.48987642894,7.88777170174,3.63215899192,7.48230659363,7.88777170174,1.96351590432])",2
5117,@LL_Elliott Those things have absolutely no effect whatsoever. Take Claritin.,"(1048576,[16847,357713,821695,842071,966681,978316,1013000],[7.88777170174,7.88777170174,6.63500873324,3.63215899192,7.48230659363,4.22421005561,5.87286868119])",2
5118,@Simply__AMY I don't have Claritin lol,"(1048576,[294094,630926,1041724],[5.08441132083,7.88777170174,1.96351590432])",2
5119,@LaurenPytel get clear with Claritin :),"(1048576,[35492,362039,789633,1009424,1041724],[5.05455835768,3.36598312469,7.88777170174,4.43778415591,1.96351590432])",2
5120,The Allergy Troll strikes again. Magical Claritin. Why are you not working? #superphoebe,"(1048576,[51209,64147,311400,408496,629165,701156,967154,978316],[7.48230659363,7.88777170174,7.88777170174,4.94333272257,5.94186155268,7.88777170174,7.19462452118,4.22421005561])",2
5121,@laiphoebe Magical Claritin had its wand stolen by Dark Zyrtec! Now the side quest story arc begins!,"(1048576,[2325,51209,58325,127316,374309,564610,613588,771880,957425,965968,1015737,1041724],[6.78915941307,7.48230659363,7.88777170174,7.88777170174,7.88777170174,7.48230659363,7.88777170174,7.88777170174,6.50147734062,7.48230659363,6.78915941307,1.96351590432])",2
5122,"@SheDreamsTheD if she's sick, give her some Claritin-D","(1048576,[369511,492634,748225,755516],[4.27685378909,5.1151829795,7.48230659363,6.97148096986])",2
5123,"Our school vending machines have alive and Claritin in them, of course because we live in allergy ville, @TrevorLife you'd appreciate this(:","(1048576,[16324,45471,137834,213692,408496,481061,498418,557341,586943,648311,885726,993093,1041724],[7.88777170174,7.19462452118,7.19462452118,6.78915941307,4.94333272257,7.88777170174,7.19462452118,5.24871437212,7.19462452118,7.88777170174,7.88777170174,7.88777170174,1.96351590432])",2
5124,"@rreyes2400 take claritin, that shit works yo.","(1048576,[353699,495815,588364,720315,799320,842071],[7.88777170174,4.57358569706,5.74770553824,7.88777170174,5.02557082081,3.63215899192])",2
5125,"If I weren't so congested, I would snort Claritin to get it into my system faster.","(1048576,[362039,480535,526363,795687,992684,1041724],[3.36598312469,5.63647990313,7.88777170174,7.48230659363,7.19462452118,1.96351590432])",2
5126,"i been living off of midol, claritin, and tylenol these past two days","(1048576,[15664,268327,495815,774843,811130,831415,899160],[5.05455835768,5.87286868119,4.57358569706,6.09601223251,5.48987642894,7.19462452118,7.88777170174])",2
5127,I'm gonna need to stock up on Claritin it seems. #Achoo,"(1048576,[272301,657072,729031,849482,869593,1041724],[7.88777170174,7.19462452118,5.28508201629,5.94186155268,3.5702835882,1.96351590432])",2
5128,Thank God for Claritin,"(1048576,[57304,132458,1041724],[5.94186155268,4.99739994384,1.96351590432])",2
5129,"""En estas fechas es recomendable tener en el botiquin """"Claritin Allergy Liquid-Gels"""" por aquello de las alerg??__as Cc @MariaBeZu""","(1048576,[8872,36449,103296,103710,322493,408496,416088,463070,465421,469983,483486,492978,567923,642837,686875,700780,851750,960526,990133],[7.88777170174,4.99739994384,7.88777170174,7.88777170174,6.50147734062,4.94333272257,7.88777170174,7.48230659363,7.88777170174,7.88777170174,6.38369430496,7.88777170174,7.88777170174,7.88777170174,4.99739994384,7.88777170174,7.88777170174,7.88777170174,6.38369430496])",2
5130,"Had a lime popsicle, 3 airborne tablets,and 1 claritin for breakfast. Yikes.","(1048576,[250452,332569,351218,695206,760520,873073,898707,987578,1041724],[7.88777170174,7.88777170174,5.32282234428,7.48230659363,4.91735723617,7.48230659363,7.19462452118,7.88777170174,1.96351590432])",2
5131,You horny? I gotchu some Claritin D! _????_??_??__????_??_??_ http://t.co/U9lt1Y66,"(1048576,[158658,237148,272363,392591,906635,1041724],[7.88777170174,7.88777170174,6.63500873324,7.88777170174,7.88777170174,1.96351590432])",2
5132,you know ur allergies are wild when even extra strength claritin aint doin shit for you...im starting to think its just ambien,"(1048576,[14072,70028,77044,191497,294453,395608,500755,588364,676563,699254,707710,862381,899580,927363,1041724],[5.6905471244,4.30425276328,4.33242364025,7.88777170174,7.48230659363,6.1830236095,5.80833016006,5.74770553824,7.88777170174,4.77425639253,7.88777170174,7.48230659363,7.48230659363,4.19889224762,1.96351590432])",2
5133,I give up. Claritin time.,"(1048576,[194831,264855,369511,1041724],[5.58518660874,5.53639644457,4.27685378909,1.96351590432])",2
5134,This is a serious question: can u drink after u take Claritin? #dontbejudgin,"(1048576,[185468,211926,468020,500655,816697,842071,958634],[7.19462452118,8.55370757819,6.1830236095,7.48230659363,5.40286505195,3.63215899192,7.88777170174])",2
5135,Someone should really bring me some Claritin _????_??_?_? #allergies,"(1048576,[14,139595,593701,598050,1039966,1041724],[4.37622626291,6.1830236095,5.53639644457,6.38369430496,4.70971787139,1.96351590432])",2
5136,@Levi_V24 I have Claritin and Benedryl on deck bro.,"(1048576,[295931,468286,647152,902009,1041724],[6.78915941307,7.88777170174,7.88777170174,7.19462452118,1.96351590432])",2
5137,She lucky she aint got allergies she could get the D!...... Claritin D,"(1048576,[27526,77044,293607,294453,362039,762717,925921,1041724],[3.94618989407,4.33242364025,3.92695853214,7.48230659363,3.36598312469,7.88777170174,7.19462452118,1.96351590432])",2
5138,"With generic Claritin in hand, the world is my oyster","(1048576,[443870,697902,856233,884792,1041724],[6.38369430496,7.19462452118,7.88777170174,6.50147734062,1.96351590432])",2
5139,I need some more Claritin.,"(1048576,[869593,978316],[3.5702835882,4.22421005561])",2
5140,@yvettenbrown sounds like a claritin-d slogan,"(1048576,[136344,470402,492634,650654,700463],[7.88777170174,3.49332254706,5.1151829795,6.2783337893,7.88777170174])",2
5141,"@TrobStar83 haha! I would absolutely take one of those stinky houses now, although I would have to stock up in Claritin and Benadryl","(1048576,[108416,220206,268646,320371,606591,649660,821695,842071,849482,961551,985908,1041724],[7.88777170174,7.88777170174,7.88777170174,7.88777170174,7.88777170174,3.85353106358,6.63500873324,3.63215899192,5.94186155268,5.63647990313,5.44542466637,1.96351590432])",2
5142,""". @leosoup """"to close off my speech. Get Claritin clear"""" Chris Christie""","(1048576,[290591,362039,434789,478576,482704,497670,624178,781899,968086,1041724],[7.88777170174,3.36598312469,7.88777170174,6.38369430496,7.88777170174,7.88777170174,7.88777170174,7.88777170174,6.78915941307,1.96351590432])",2
5143,Claritin D &lt;3 Dats mahh shit _????_???__????_??_?_?_????_??_??_,"(1048576,[27526,298404,365656,451865,586626,588364,1041724],[3.94618989407,6.78915941307,7.48230659363,7.88777170174,7.88777170174,5.74770553824,1.96351590432])",2
5144,"Get a nasal decongestant like sudafed, then an antihistamine like Claritin  RT @__CloudXI__: I can't get rid of this stuffy nose _????_??_?_?","(1048576,[28511,248305,362039,470402,482205,558443,580792,598050,610377,631217,638913,686020,1035612,1041724],[5.94186155268,2.7003858959,6.73196624938,6.98664509413,7.88777170174,7.88777170174,7.48230659363,6.38369430496,6.50147734062,6.97148096986,6.78915941307,7.19462452118,2.33481211682,1.96351590432])",2
5145,"I took two Claritin today, so pretty sure I know what meth is like now.","(1048576,[15664,249943,396269,437593,470402,515160,927363,976698,1041724,1043173],[5.05455835768,4.42203579894,5.05455835768,5.44542466637,3.49332254706,5.63647990313,4.19889224762,4.99739994384,1.96351590432,7.48230659363])",2
